"","flight_joined.origin","flight_joined.year","flight_joined.month","flight_joined.day"
"42374","EWR",2013,11,18
"42375","LGA",2013,1,3
"42376","EWR",2013,12,30
"42377","EWR",2013,10,13
"42378","EWR",2013,4,25
"42379","EWR",2013,9,2
"42380","EWR",2013,9,23
"42381","EWR",2013,5,22
"42382","JFK",2013,4,6
"42383","JFK",2013,9,26
"42384","EWR",2013,1,22
"42385","EWR",2013,8,7
"42386","LGA",2013,12,4
"42387","EWR",2013,1,17
"42388","EWR",2013,12,24
"42389","LGA",2013,2,22
"42390","LGA",2013,1,12
"42391","JFK",2013,1,22
"42392","JFK",2013,4,8
"42393","EWR",2013,3,25
"42394","JFK",2013,2,27
"42395","JFK",2013,6,7
"42396","LGA",2013,2,1
"42397","JFK",2013,12,5
"42398","LGA",2013,11,8
"42399","EWR",2013,8,24
"42400","JFK",2013,6,28
"42401","JFK",2013,7,19
"42402","JFK",2013,6,2
"42403","LGA",2013,6,13
"42404","EWR",2013,3,12
"42405","EWR",2013,5,22
"42406","LGA",2013,12,25
"42407","EWR",2013,7,30
"42408","LGA",2013,10,22
"42409","JFK",2013,12,8
"42410","JFK",2013,12,24
"42411","EWR",2013,12,16
"42412","LGA",2013,5,9
"42413","EWR",2013,2,7
"42414","LGA",2013,11,26
"42415","LGA",2013,7,7
"42416","EWR",2013,6,6
"42417","JFK",2013,8,12
"42418","JFK",2013,3,31
"42419","JFK",2013,9,21
"42420","EWR",2013,11,13
"42421","EWR",2013,8,28
"42422","LGA",2013,6,28
"42423","LGA",2013,9,4
"42424","EWR",2013,5,24
"42425","LGA",2013,5,10
"42426","EWR",2013,8,13
"42427","EWR",2013,10,28
"42428","LGA",2013,10,26
"42429","LGA",2013,8,19
"42430","LGA",2013,3,14
"42431","JFK",2013,9,12
"42432","JFK",2013,8,3
"42433","EWR",2013,12,26
"42434","EWR",2013,3,13
"42435","EWR",2013,6,16
"42436","EWR",2013,2,13
"42437","LGA",2013,5,24
"42438","JFK",2013,7,12
"42439","LGA",2013,12,7
"42440","JFK",2013,11,25
"42441","EWR",2013,1,28
"42442","LGA",2013,11,28
"42443","JFK",2013,6,1
"42444","EWR",2013,3,19
"42445","JFK",2013,9,27
"42446","EWR",2013,8,20
"42447","LGA",2013,11,21
"42448","LGA",2013,9,3
"42449","EWR",2013,2,4
"42450","EWR",2013,2,24
"42451","EWR",2013,4,4
"42452","EWR",2013,9,20
"42453","LGA",2013,3,10
"42454","EWR",2013,4,16
"42455","LGA",2013,3,5
"42456","LGA",2013,6,25
"42457","EWR",2013,6,20
"42458","EWR",2013,12,30
"42459","EWR",2013,10,23
"42460","LGA",2013,9,23
"42461","JFK",2013,8,25
"42462","JFK",2013,7,8
"42463","JFK",2013,5,10
"42464","JFK",2013,8,7
"42465","EWR",2013,6,25
"42466","LGA",2013,7,19
"42467","EWR",2013,11,11
"42468","JFK",2013,11,12
"42469","EWR",2013,10,29
"42470","LGA",2013,1,7
"42471","EWR",2013,8,7
"42472","EWR",2013,3,28
"42473","JFK",2013,7,23
"42474","JFK",2013,6,23
"42475","EWR",2013,11,3
"42476","LGA",2013,9,7
"42477","JFK",2013,8,12
"42478","JFK",2013,6,4
"42479","EWR",2013,8,14
"42480","JFK",2013,11,9
"42481","EWR",2013,5,26
"42482","JFK",2013,1,16
"42483","LGA",2013,4,2
"42484","LGA",2013,2,27
"42485","JFK",2013,6,18
"42486","LGA",2013,11,6
"42487","JFK",2013,7,4
"42488","LGA",2013,9,5
"42489","EWR",2013,1,16
"42490","JFK",2013,11,4
"42491","EWR",2013,12,26
"42492","JFK",2013,7,25
"42493","EWR",2013,5,20
"42494","LGA",2013,12,4
"42495","JFK",2013,12,8
"42496","EWR",2013,7,16
"42497","LGA",2013,11,11
"42498","EWR",2013,2,7
"42499","LGA",2013,11,6
"42500","EWR",2013,10,19
"42501","LGA",2013,12,13
"42502","JFK",2013,6,24
"42503","JFK",2013,1,5
"42504","EWR",2013,5,21
"42505","EWR",2013,7,21
"42506","EWR",2013,3,3
"42507","EWR",2013,5,10
"42508","LGA",2013,4,29
"42509","EWR",2013,11,30
"42510","LGA",2013,6,19
"42511","EWR",2013,5,31
"42512","JFK",2013,11,15
"42513","JFK",2013,9,19
"42514","EWR",2013,7,18
"42515","JFK",2013,2,5
"42516","JFK",2013,5,3
"42517","LGA",2013,10,10
"42518","LGA",2013,7,2
"42519","JFK",2013,4,13
"42520","LGA",2013,2,22
"42521","JFK",2013,9,7
"42522","JFK",2013,1,10
"42523","LGA",2013,10,19
"42524","EWR",2013,7,13
"42525","JFK",2013,11,30
"42526","LGA",2013,12,11
"42527","EWR",2013,5,7
"42528","LGA",2013,11,1
"42529","EWR",2013,2,20
"42530","LGA",2013,12,6
"42531","LGA",2013,1,14
"42532","LGA",2013,8,5
"42533","EWR",2013,12,17
"42534","LGA",2013,2,7
"42535","JFK",2013,7,22
"42536","LGA",2013,10,10
"42537","EWR",2013,1,13
"42538","LGA",2013,4,7
"42539","EWR",2013,8,22
"42540","LGA",2013,2,5
"42541","LGA",2013,12,3
"42542","LGA",2013,7,18
"42543","LGA",2013,5,29
"42544","EWR",2013,10,1
"42545","LGA",2013,8,27
"42546","EWR",2013,11,19
"42547","JFK",2013,1,11
"42548","LGA",2013,3,14
"42549","JFK",2013,4,26
"42550","EWR",2013,1,2
"42551","EWR",2013,9,29
"42552","EWR",2013,5,19
"42553","JFK",2013,7,30
"42554","JFK",2013,4,16
"42555","EWR",2013,4,28
"42556","LGA",2013,1,10
"42557","JFK",2013,12,22
"42558","EWR",2013,7,17
"42559","EWR",2013,6,19
"42560","JFK",2013,10,10
"42561","EWR",2013,3,17
"42562","EWR",2013,6,7
"42563","EWR",2013,12,10
"42564","LGA",2013,3,19
"42565","LGA",2013,8,26
"42566","LGA",2013,7,23
"42567","JFK",2013,9,9
"42568","EWR",2013,6,24
"42569","JFK",2013,10,24
"42570","LGA",2013,7,1
"42571","JFK",2013,12,22
"42572","EWR",2013,9,10
"42573","LGA",2013,10,9
"42574","EWR",2013,6,28
"42575","EWR",2013,9,20
"42576","EWR",2013,4,12
"42577","EWR",2013,4,11
"42578","JFK",2013,4,11
"42579","LGA",2013,12,27
"42580","JFK",2013,8,20
"42581","JFK",2013,1,7
"42582","JFK",2013,1,13
"42583","LGA",2013,10,2
"42584","EWR",2013,3,17
"42585","JFK",2013,6,22
"42586","LGA",2013,1,29
"42587","JFK",2013,3,28
"42588","JFK",2013,10,30
"42589","LGA",2013,2,18
"42590","LGA",2013,6,23
"42591","JFK",2013,2,12
"42592","LGA",2013,10,30
"42593","LGA",2013,12,10
"42594","JFK",2013,5,25
"42595","EWR",2013,6,15
"42596","EWR",2013,6,17
"42597","JFK",2013,1,21
"42598","JFK",2013,1,5
"42599","JFK",2013,2,21
"42600","LGA",2013,7,19
"42601","EWR",2013,1,16
"42602","LGA",2013,11,21
"42603","LGA",2013,12,7
"42604","JFK",2013,12,9
"42605","EWR",2013,3,31
"42606","JFK",2013,12,3
"42607","JFK",2013,10,13
"42608","LGA",2013,4,9
"42609","LGA",2013,4,7
"42610","LGA",2013,10,14
"42611","EWR",2013,1,5
"42612","JFK",2013,8,13
"42613","JFK",2013,5,5
"42614","EWR",2013,3,5
"42615","EWR",2013,1,17
"42616","JFK",2013,7,4
"42617","EWR",2013,1,25
"42618","EWR",2013,11,13
"42619","EWR",2013,9,30
"42620","JFK",2013,9,5
"42621","JFK",2013,1,25
"42622","LGA",2013,7,23
"42623","LGA",2013,1,17
"42624","LGA",2013,3,18
"42625","LGA",2013,3,24
"42626","LGA",2013,12,26
"42627","JFK",2013,12,7
"42628","LGA",2013,9,11
"42629","LGA",2013,4,21
"42630","EWR",2013,7,22
"42631","JFK",2013,3,20
"42632","JFK",2013,1,25
"42633","JFK",2013,10,15
"42634","EWR",2013,12,8
"42635","JFK",2013,11,14
"42636","EWR",2013,10,10
"42637","LGA",2013,1,6
"42638","LGA",2013,11,12
"42639","JFK",2013,5,25
"42640","JFK",2013,1,8
"42641","LGA",2013,5,5
"42642","EWR",2013,12,19
"42643","JFK",2013,10,24
"42644","JFK",2013,12,11
"42645","JFK",2013,3,11
"42646","LGA",2013,4,10
"42647","EWR",2013,8,21
"42648","LGA",2013,11,4
"42649","JFK",2013,4,25
"42650","LGA",2013,7,18
"42651","EWR",2013,8,11
"42652","JFK",2013,1,2
"42653","LGA",2013,6,16
"42654","EWR",2013,4,12
"42655","LGA",2013,9,6
"42656","EWR",2013,7,11
"42657","LGA",2013,9,22
"42658","EWR",2013,1,18
"42659","JFK",2013,2,28
"42660","EWR",2013,4,21
"42661","JFK",2013,2,17
"42662","EWR",2013,4,18
"42663","JFK",2013,4,19
"42664","JFK",2013,6,2
"42665","JFK",2013,2,18
"42666","EWR",2013,7,22
"42667","EWR",2013,11,3
"42668","LGA",2013,6,7
"42669","EWR",2013,4,3
"42670","LGA",2013,12,13
"42671","EWR",2013,7,7
"42672","LGA",2013,12,18
"42673","LGA",2013,4,22
"42674","EWR",2013,3,6
"42675","LGA",2013,11,21
"42676","JFK",2013,6,28
"42677","LGA",2013,8,15
"42678","JFK",2013,10,12
"42679","EWR",2013,5,24
"42680","JFK",2013,5,16
"42681","JFK",2013,2,1
"42682","JFK",2013,2,25
"42683","EWR",2013,1,18
"42684","EWR",2013,4,22
"42685","LGA",2013,11,11
"42686","JFK",2013,9,16
"42687","LGA",2013,10,25
"42688","LGA",2013,7,8
"42689","EWR",2013,6,25
"42690","JFK",2013,2,28
"42691","JFK",2013,6,20
"42692","LGA",2013,1,22
"42693","EWR",2013,12,16
"42694","LGA",2013,10,24
"42695","LGA",2013,1,17
"42696","JFK",2013,8,29
"42697","JFK",2013,2,24
"42698","LGA",2013,4,7
"42699","JFK",2013,10,5
"42700","EWR",2013,8,24
"42701","LGA",2013,5,28
"42702","EWR",2013,6,8
"42703","EWR",2013,9,25
"42704","JFK",2013,5,22
"42705","JFK",2013,6,26
"42706","EWR",2013,9,12
"42707","EWR",2013,1,4
"42708","EWR",2013,7,10
"42709","JFK",2013,3,16
"42710","JFK",2013,11,1
"42711","LGA",2013,7,9
"42712","EWR",2013,10,14
"42713","LGA",2013,1,3
"42714","EWR",2013,1,7
"42715","JFK",2013,4,25
"42716","EWR",2013,1,7
"42717","LGA",2013,3,14
"42718","LGA",2013,10,9
"42719","EWR",2013,6,4
"42720","JFK",2013,10,8
"42721","JFK",2013,9,18
"42722","JFK",2013,4,26
"42723","EWR",2013,1,1
"42724","JFK",2013,9,4
"42725","JFK",2013,9,21
"42726","LGA",2013,9,20
"42727","JFK",2013,10,11
"42728","EWR",2013,5,10
"42729","LGA",2013,5,22
"42730","EWR",2013,12,22
"42731","LGA",2013,4,29
"42732","EWR",2013,8,11
"42733","EWR",2013,7,9
"42734","LGA",2013,8,12
"42735","EWR",2013,4,9
"42736","JFK",2013,8,7
"42737","LGA",2013,4,1
"42738","LGA",2013,1,26
"42739","LGA",2013,4,21
"42740","LGA",2013,4,11
"42741","EWR",2013,3,12
"42742","LGA",2013,12,9
"42743","EWR",2013,9,25
"42744","EWR",2013,11,7
"42745","LGA",2013,5,13
"42746","EWR",2013,7,3
"42747","EWR",2013,1,9
"42748","LGA",2013,3,23
"42749","LGA",2013,10,1
"42750","LGA",2013,4,24
"42751","EWR",2013,5,28
"42752","LGA",2013,6,25
"42753","JFK",2013,12,7
"42754","EWR",2013,11,15
"42755","JFK",2013,1,23
"42756","EWR",2013,1,9
"42757","JFK",2013,9,20
"42758","JFK",2013,1,17
"42759","EWR",2013,3,16
"42760","EWR",2013,5,23
"42761","LGA",2013,5,9
"42762","JFK",2013,5,9
"42763","LGA",2013,7,5
"42764","LGA",2013,2,16
"42765","EWR",2013,6,3
"42766","JFK",2013,9,20
"42767","EWR",2013,9,22
"42768","LGA",2013,7,18
"42769","JFK",2013,11,9
"42770","EWR",2013,9,29
"42771","JFK",2013,8,10
"42772","JFK",2013,7,15
"42773","JFK",2013,8,18
"42774","EWR",2013,11,26
"42775","EWR",2013,9,1
"42776","LGA",2013,6,17
"42777","JFK",2013,9,29
"42778","LGA",2013,11,8
"42779","LGA",2013,11,29
"42780","EWR",2013,8,7
"42781","LGA",2013,5,19
"42782","JFK",2013,7,17
"42783","JFK",2013,7,2
"42784","JFK",2013,2,23
"42785","EWR",2013,4,18
"42786","EWR",2013,7,4
"42787","JFK",2013,5,18
"42788","JFK",2013,3,1
"42789","LGA",2013,6,17
"42790","LGA",2013,10,10
"42791","LGA",2013,2,17
"42792","LGA",2013,2,28
"42793","JFK",2013,6,16
"42794","JFK",2013,9,13
"42795","EWR",2013,1,6
"42796","EWR",2013,10,17
"42797","EWR",2013,9,27
"42798","LGA",2013,5,27
"42799","LGA",2013,7,4
"42800","EWR",2013,8,14
"42801","JFK",2013,11,16
"42802","JFK",2013,7,16
"42803","JFK",2013,4,15
"42804","EWR",2013,10,10
"42805","LGA",2013,4,30
"42806","JFK",2013,12,15
"42807","EWR",2013,2,13
"42808","LGA",2013,3,18
"42809","EWR",2013,2,26
"42810","EWR",2013,5,17
"42811","LGA",2013,7,28
"42812","JFK",2013,6,28
"42813","LGA",2013,1,21
"42814","LGA",2013,7,10
"42815","EWR",2013,2,7
"42816","EWR",2013,12,23
"42817","JFK",2013,12,12
"42818","LGA",2013,2,8
"42819","LGA",2013,8,21
"42820","EWR",2013,7,11
"42821","JFK",2013,12,4
"42822","LGA",2013,8,10
"42823","LGA",2013,11,22
"42824","EWR",2013,4,16
"42825","JFK",2013,5,25
"42826","JFK",2013,12,14
"42827","EWR",2013,12,18
"42828","LGA",2013,8,20
"42829","EWR",2013,4,29
"42830","JFK",2013,10,23
"42831","LGA",2013,9,21
"42832","EWR",2013,12,29
"42833","EWR",2013,6,28
"42834","EWR",2013,3,31
"42835","JFK",2013,2,2
"42836","JFK",2013,6,25
"42837","EWR",2013,5,13
"42838","JFK",2013,9,23
"42839","JFK",2013,10,13
"42840","LGA",2013,9,19
"42841","JFK",2013,6,2
"42842","EWR",2013,8,11
"42843","EWR",2013,1,21
"42844","JFK",2013,7,25
"42845","LGA",2013,1,10
"42846","EWR",2013,5,16
"42847","LGA",2013,1,7
"42848","JFK",2013,1,19
"42849","EWR",2013,12,23
"42850","LGA",2013,9,1
"42851","EWR",2013,5,3
"42852","EWR",2013,3,2
"42853","EWR",2013,12,26
"42854","EWR",2013,5,2
"42855","JFK",2013,10,30
"42856","EWR",2013,12,6
"42857","EWR",2013,12,16
"42858","EWR",2013,3,5
"42859","LGA",2013,4,29
"42860","EWR",2013,8,16
"42861","JFK",2013,12,8
"42862","JFK",2013,1,17
"42863","JFK",2013,6,20
"42864","EWR",2013,7,13
"42865","EWR",2013,5,29
"42866","LGA",2013,11,5
"42867","LGA",2013,10,1
"42868","JFK",2013,9,20
"42869","EWR",2013,4,13
"42870","LGA",2013,4,23
"42871","LGA",2013,1,14
"42872","EWR",2013,8,9
"42873","LGA",2013,2,24
"42874","EWR",2013,8,16
"42875","JFK",2013,4,16
"42876","EWR",2013,12,9
"42877","JFK",2013,8,13
"42878","JFK",2013,11,13
"42879","EWR",2013,4,6
"42880","EWR",2013,12,25
"42881","JFK",2013,1,21
"42882","LGA",2013,11,29
"42883","JFK",2013,10,29
"42884","JFK",2013,10,14
"42885","EWR",2013,5,18
"42886","JFK",2013,5,19
"42887","JFK",2013,9,22
"42888","EWR",2013,11,8
"42889","LGA",2013,11,3
"42890","LGA",2013,6,14
"42891","JFK",2013,6,12
"42892","LGA",2013,11,14
"42893","JFK",2013,12,13
"42894","EWR",2013,5,28
"42895","LGA",2013,10,2
"42896","EWR",2013,11,1
"42897","JFK",2013,8,27
"42898","EWR",2013,4,12
"42899","LGA",2013,1,30
"42900","LGA",2013,11,16
"42901","JFK",2013,12,5
"42902","EWR",2013,3,6
"42903","EWR",2013,9,9
"42904","LGA",2013,3,21
"42905","LGA",2013,4,9
"42906","LGA",2013,8,25
"42907","JFK",2013,2,13
"42908","EWR",2013,6,30
"42909","EWR",2013,3,10
"42910","JFK",2013,1,16
"42911","EWR",2013,5,31
"42912","JFK",2013,3,24
"42913","JFK",2013,8,19
"42914","LGA",2013,2,11
"42915","JFK",2013,6,6
"42916","LGA",2013,10,14
"42917","JFK",2013,5,19
"42918","JFK",2013,11,2
"42919","EWR",2013,2,25
"42920","EWR",2013,6,26
"42921","EWR",2013,4,7
"42922","JFK",2013,9,16
"42923","LGA",2013,7,4
"42924","LGA",2013,9,14
"42925","JFK",2013,8,7
"42926","EWR",2013,10,29
"42927","LGA",2013,10,9
"42928","LGA",2013,6,6
"42929","JFK",2013,10,29
"42930","LGA",2013,4,3
"42931","JFK",2013,9,23
"42932","LGA",2013,9,7
"42933","LGA",2013,1,24
"42934","LGA",2013,7,7
"42935","EWR",2013,11,25
"42936","LGA",2013,6,12
"42937","LGA",2013,6,12
"42938","JFK",2013,7,10
"42939","LGA",2013,8,30
"42940","EWR",2013,9,22
"42941","LGA",2013,3,2
"42942","LGA",2013,12,23
"42943","JFK",2013,1,11
"42944","LGA",2013,11,18
"42945","EWR",2013,10,17
"42946","LGA",2013,5,8
"42947","EWR",2013,12,22
"42948","LGA",2013,6,20
"42949","JFK",2013,5,25
"42950","JFK",2013,9,3
"42951","LGA",2013,3,24
"42952","EWR",2013,8,11
"42953","EWR",2013,6,29
"42954","JFK",2013,4,5
"42955","JFK",2013,7,3
"42956","JFK",2013,8,20
"42957","EWR",2013,8,17
"42958","JFK",2013,4,4
"42959","JFK",2013,1,8
"42960","EWR",2013,4,5
"42961","LGA",2013,7,29
"42962","LGA",2013,3,13
"42963","JFK",2013,3,26
"42964","EWR",2013,8,28
"42965","EWR",2013,7,19
"42966","EWR",2013,7,28
"42967","JFK",2013,9,2
"42968","LGA",2013,7,10
"42969","JFK",2013,5,18
"42970","JFK",2013,6,30
"42971","JFK",2013,10,4
"42972","LGA",2013,8,17
"42973","EWR",2013,2,17
"42974","LGA",2013,3,4
"42975","EWR",2013,4,10
"42976","LGA",2013,3,26
"42977","EWR",2013,5,15
"42978","EWR",2013,10,10
"42979","LGA",2013,10,31
"42980","JFK",2013,2,4
"42981","EWR",2013,10,28
"42982","EWR",2013,8,23
"42983","JFK",2013,12,4
"42984","LGA",2013,8,6
"42985","EWR",2013,10,9
"42986","JFK",2013,5,14
"42987","JFK",2013,6,8
"42988","LGA",2013,3,11
"42989","EWR",2013,7,1
"42990","LGA",2013,11,16
"42991","EWR",2013,2,9
"42992","LGA",2013,9,16
"42993","EWR",2013,12,16
"42994","EWR",2013,6,27
"42995","JFK",2013,3,16
"42996","LGA",2013,12,3
"42997","LGA",2013,9,15
"42998","LGA",2013,3,8
"42999","LGA",2013,7,17
"43000","EWR",2013,7,10
"43001","EWR",2013,8,7
"43002","JFK",2013,4,21
"43003","JFK",2013,5,3
"43004","EWR",2013,4,6
"43005","JFK",2013,6,1
"43006","LGA",2013,3,15
"43007","EWR",2013,1,14
"43008","EWR",2013,4,10
"43009","EWR",2013,6,18
"43010","EWR",2013,9,9
"43011","JFK",2013,9,23
"43012","JFK",2013,6,18
"43013","EWR",2013,4,7
"43014","LGA",2013,11,8
"43015","EWR",2013,10,27
"43016","JFK",2013,2,10
"43017","EWR",2013,12,20
"43018","JFK",2013,10,13
"43019","JFK",2013,12,28
"43020","LGA",2013,5,27
"43021","EWR",2013,11,6
"43022","EWR",2013,1,1
"43023","EWR",2013,12,13
"43024","LGA",2013,8,22
"43025","JFK",2013,6,2
"43026","EWR",2013,9,11
"43027","LGA",2013,5,13
"43028","JFK",2013,6,13
"43029","LGA",2013,12,20
"43030","EWR",2013,11,28
"43031","EWR",2013,9,22
"43032","JFK",2013,8,1
"43033","LGA",2013,11,22
"43034","LGA",2013,4,30
"43035","JFK",2013,7,11
"43036","LGA",2013,7,31
"43037","LGA",2013,11,17
"43038","LGA",2013,8,28
"43039","EWR",2013,8,22
"43040","LGA",2013,11,25
"43041","JFK",2013,7,20
"43042","EWR",2013,7,12
"43043","EWR",2013,11,3
"43044","JFK",2013,1,26
"43045","LGA",2013,8,11
"43046","JFK",2013,3,12
"43047","EWR",2013,12,2
"43048","JFK",2013,8,7
"43049","LGA",2013,2,8
"43050","EWR",2013,3,25
"43051","LGA",2013,10,31
"43052","JFK",2013,2,17
"43053","JFK",2013,1,18
"43054","LGA",2013,9,29
"43055","EWR",2013,8,2
"43056","EWR",2013,6,23
"43057","LGA",2013,1,13
"43058","EWR",2013,2,5
"43059","JFK",2013,7,5
"43060","JFK",2013,9,26
"43061","JFK",2013,7,10
"43062","JFK",2013,4,20
"43063","EWR",2013,4,3
"43064","LGA",2013,11,22
"43065","JFK",2013,4,12
"43066","EWR",2013,11,23
"43067","LGA",2013,7,16
"43068","JFK",2013,1,31
"43069","LGA",2013,5,3
"43070","LGA",2013,6,11
"43071","LGA",2013,9,13
"43072","JFK",2013,2,26
"43073","EWR",2013,10,16
"43074","LGA",2013,11,26
"43075","LGA",2013,10,24
"43076","LGA",2013,10,13
"43077","JFK",2013,2,18
"43078","LGA",2013,12,23
"43079","LGA",2013,4,21
"43080","EWR",2013,7,1
"43081","LGA",2013,7,31
"43082","LGA",2013,3,26
"43083","LGA",2013,7,9
"43084","EWR",2013,6,11
"43085","EWR",2013,11,15
"43086","JFK",2013,11,12
"43087","JFK",2013,7,3
"43088","EWR",2013,8,19
"43089","LGA",2013,8,30
"43090","EWR",2013,4,4
"43091","LGA",2013,5,31
"43092","JFK",2013,5,4
"43093","LGA",2013,11,28
"43094","JFK",2013,5,26
"43095","LGA",2013,7,23
"43096","LGA",2013,4,25
"43097","EWR",2013,5,18
"43098","LGA",2013,11,20
"43099","LGA",2013,12,6
"43100","JFK",2013,3,25
"43101","JFK",2013,2,8
"43102","JFK",2013,10,7
"43103","EWR",2013,4,8
"43104","JFK",2013,11,11
"43105","LGA",2013,2,17
"43106","JFK",2013,1,22
"43107","EWR",2013,4,2
"43108","LGA",2013,6,16
"43109","LGA",2013,6,11
"43110","JFK",2013,4,29
"43111","LGA",2013,4,3
"43112","EWR",2013,7,10
"43113","EWR",2013,5,20
"43114","JFK",2013,11,17
"43115","EWR",2013,6,21
"43116","EWR",2013,9,5
"43117","JFK",2013,7,23
"43118","JFK",2013,4,3
"43119","EWR",2013,11,4
"43120","LGA",2013,6,6
"43121","LGA",2013,10,22
"43122","JFK",2013,4,25
"43123","LGA",2013,7,7
"43124","JFK",2013,6,22
"43125","EWR",2013,5,16
"43126","LGA",2013,3,18
"43127","JFK",2013,6,29
"43128","EWR",2013,11,13
"43129","JFK",2013,7,7
"43130","JFK",2013,7,29
"43131","EWR",2013,12,26
"43132","JFK",2013,8,23
"43133","LGA",2013,9,22
"43134","LGA",2013,12,30
"43135","JFK",2013,2,28
"43136","EWR",2013,2,9
"43137","JFK",2013,3,21
"43138","JFK",2013,7,23
"43139","LGA",2013,6,6
"43140","JFK",2013,1,28
"43141","JFK",2013,10,5
"43142","JFK",2013,12,18
"43143","LGA",2013,5,18
"43144","JFK",2013,5,24
"43145","LGA",2013,1,21
"43146","EWR",2013,4,23
"43147","EWR",2013,7,9
"43148","JFK",2013,11,19
"43149","JFK",2013,6,9
"43150","EWR",2013,5,26
"43151","LGA",2013,5,3
"43152","JFK",2013,2,15
"43153","JFK",2013,7,3
"43154","LGA",2013,10,8
"43155","EWR",2013,5,31
"43156","LGA",2013,2,17
"43157","JFK",2013,9,23
"43158","EWR",2013,9,23
"43159","EWR",2013,8,23
"43160","EWR",2013,5,16
"43161","LGA",2013,11,12
"43162","LGA",2013,11,29
"43163","JFK",2013,4,2
"43164","EWR",2013,10,1
"43165","LGA",2013,5,12
"43166","JFK",2013,1,7
"43167","JFK",2013,3,9
"43168","JFK",2013,10,24
"43169","EWR",2013,1,5
"43170","LGA",2013,5,26
"43171","LGA",2013,4,2
"43172","LGA",2013,5,16
"43173","JFK",2013,1,20
"43174","JFK",2013,7,9
"43175","EWR",2013,7,28
"43176","JFK",2013,2,10
"43177","JFK",2013,11,6
"43178","LGA",2013,4,28
"43179","LGA",2013,12,11
"43180","EWR",2013,10,30
"43181","EWR",2013,5,5
"43182","LGA",2013,5,13
"43183","JFK",2013,1,14
"43184","JFK",2013,8,4
"43185","JFK",2013,7,31
"43186","JFK",2013,5,7
"43187","LGA",2013,9,16
"43188","LGA",2013,2,11
"43189","LGA",2013,8,7
"43190","LGA",2013,12,23
"43191","EWR",2013,3,20
"43192","EWR",2013,6,19
"43193","JFK",2013,6,21
"43194","EWR",2013,11,30
"43195","LGA",2013,8,16
"43196","LGA",2013,11,11
"43197","JFK",2013,7,13
"43198","JFK",2013,4,20
"43199","EWR",2013,1,23
"43200","EWR",2013,1,13
"43201","JFK",2013,5,21
"43202","EWR",2013,12,29
"43203","LGA",2013,2,6
"43204","EWR",2013,7,30
"43205","JFK",2013,4,4
"43206","JFK",2013,7,1
"43207","JFK",2013,6,11
"43208","LGA",2013,3,22
"43209","EWR",2013,7,15
"43210","JFK",2013,6,3
"43211","JFK",2013,7,18
"43212","EWR",2013,5,28
"43213","JFK",2013,9,3
"43214","EWR",2013,12,26
"43215","LGA",2013,4,25
"43216","EWR",2013,12,2
"43217","JFK",2013,6,19
"43218","EWR",2013,2,28
"43219","JFK",2013,7,30
"43220","EWR",2013,2,4
"43221","EWR",2013,6,14
"43222","JFK",2013,6,1
"43223","JFK",2013,10,23
"43224","LGA",2013,10,26
"43225","JFK",2013,5,12
"43226","LGA",2013,11,5
"43227","JFK",2013,6,6
"43228","JFK",2013,6,2
"43229","JFK",2013,12,20
"43230","JFK",2013,9,21
"43231","LGA",2013,7,28
"43232","JFK",2013,10,8
"43233","LGA",2013,2,1
"43234","LGA",2013,1,4
"43235","EWR",2013,10,24
"43236","EWR",2013,9,6
"43237","LGA",2013,3,11
"43238","LGA",2013,8,26
"43239","LGA",2013,7,26
"43240","LGA",2013,3,12
"43241","JFK",2013,4,29
"43242","LGA",2013,1,19
"43243","EWR",2013,6,21
"43244","JFK",2013,2,12
"43245","EWR",2013,5,21
"43246","JFK",2013,4,6
"43247","JFK",2013,11,21
"43248","LGA",2013,6,25
"43249","LGA",2013,12,25
"43250","EWR",2013,1,29
"43251","LGA",2013,9,11
"43252","LGA",2013,10,16
"43253","LGA",2013,7,20
"43254","EWR",2013,8,13
"43255","LGA",2013,10,25
"43256","EWR",2013,1,17
"43257","LGA",2013,12,20
"43258","LGA",2013,6,27
"43259","JFK",2013,10,14
"43260","LGA",2013,10,7
"43261","JFK",2013,6,7
"43262","LGA",2013,5,2
"43263","EWR",2013,9,2
"43264","EWR",2013,6,13
"43265","EWR",2013,8,10
"43266","EWR",2013,3,1
"43267","EWR",2013,7,23
"43268","EWR",2013,5,6
"43269","LGA",2013,12,20
"43270","JFK",2013,4,2
"43271","JFK",2013,9,17
"43272","JFK",2013,4,22
"43273","LGA",2013,5,19
"43274","JFK",2013,12,2
"43275","LGA",2013,4,18
"43276","LGA",2013,7,26
"43277","LGA",2013,10,17
"43278","EWR",2013,7,22
"43279","EWR",2013,3,17
"43280","JFK",2013,12,12
"43281","LGA",2013,11,30
"43282","LGA",2013,6,12
"43283","JFK",2013,6,10
"43284","EWR",2013,6,23
"43285","JFK",2013,9,20
"43286","JFK",2013,5,9
"43287","LGA",2013,4,4
"43288","JFK",2013,9,24
"43289","EWR",2013,3,22
"43290","EWR",2013,3,17
"43291","LGA",2013,3,13
"43292","JFK",2013,5,31
"43293","JFK",2013,9,11
"43294","JFK",2013,7,23
"43295","LGA",2013,1,12
"43296","LGA",2013,9,6
"43297","JFK",2013,4,28
"43298","JFK",2013,1,7
"43299","LGA",2013,6,14
"43300","LGA",2013,6,25
"43301","JFK",2013,8,23
"43302","LGA",2013,1,23
"43303","JFK",2013,8,12
